"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US98588","ZCTA5 98588","892","240","1.7","2.8","3.3","3.7","30.4","15.3","8.9","8.9","7.0","5.0","8.6","9.1","11.9","8.8","13.0","8.1","8.4","9.1","7.0","7.4","-","**","82783","26469","34.9","(X)","(X)","(X)","(X)","(X)","489","150","0.0","6.9","0.0","6.9","8.0","9.3","16.2","15.0","6.7","7.1","15.7","17.5","14.7","11.4","20.0","12.2","15.3","15.1","3.3","5.4","81719","29910","91815","21337","(X)","(X)","24.9","(X)","(X)","(X)","439","142","0.0","7.7","0.0","7.7","5.2","8.4","18.0","16.5","7.5","8.1","17.5","19.6","12.5","11.7","18.5","13.5","17.1","16.8","3.6","6.0","80781","35222","N","N","(X)","(X)","(X)","(X)","(X)","(X)","403","201","3.7","6.5","7.2","9.0","57.6","27.6","0.0","8.3","7.2","9.4","0.0","8.3","8.4","12.7","4.5","9.5","0.0","8.3","11.4","14.4","17152","10690","71823","57024","(X)","(X)","(X)","(X)","46.9","(X)"
"8600000US98589","ZCTA5 98589","2909","199","5.6","3.6","2.8","1.6","12.4","3.8","5.8","3.0","12.2","3.7","16.5","4.5","14.5","3.4","19.1","5.0","7.3","2.9","4.0","2.3","66438","12311","79640","6240","41.0","(X)","(X)","(X)","(X)","(X)","1921","180","2.8","2.4","0.8","0.8","7.6","3.7","5.2","2.6","10.3","3.6","16.1","5.0","17.4","4.7","27.0","6.5","6.8","3.5","6.0","3.5","84044","4554","94649","7721","(X)","(X)","38.2","(X)","(X)","(X)","1511","174","2.2","2.6","0.4","0.6","4.2","3.4","3.9","2.3","8.7","3.6","14.6","5.4","21.2","6.2","28.7","8.0","8.5","4.4","7.6","4.4","89543","9256","N","N","(X)","(X)","(X)","(X)","(X)","(X)","988","193","11.2","9.4","7.7","4.8","21.7","8.4","8.0","8.1","18.1","8.1","14.8","7.9","6.8","3.7","5.5","4.8","6.3","5.2","0.0","3.5","36591","16770","46896","9221","(X)","(X)","(X)","(X)","45.3","(X)"
"8600000US98590","ZCTA5 98590","129","49","5.4","5.3","14.0","13.0","4.7","7.1","17.8","15.9","8.5","10.2","16.3","11.9","2.3","4.0","20.2","17.5","0.0","23.5","10.9","14.6","44861","36438","69122","21255","20.2","(X)","(X)","(X)","(X)","(X)","92","45","2.2","3.4","8.7","12.8","0.0","30.6","22.8","20.6","2.2","3.5","26.1","17.3","0.0","30.6","22.8","23.4","0.0","30.6","15.2","20.6","66818","24216","82700","28580","(X)","(X)","12.0","(X)","(X)","(X)","82","43","2.4","3.9","9.8","14.4","0.0","33.2","25.6","23.0","2.4","4.0","18.3","16.9","0.0","33.2","24.4","26.5","0.0","33.2","17.1","23.2","66364","47126","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37","26","13.5","16.7","27.0","29.3","16.2","22.0","5.4","9.2","24.3","27.8","13.5","14.9","0.0","50.6","0.0","50.6","0.0","50.6","0.0","50.6","-","**","27173","10826","(X)","(X)","(X)","(X)","32.4","(X)"
"8600000US98591","ZCTA5 98591","1505","167","3.4","4.0","6.0","3.4","8.2","4.1","9.2","4.2","14.0","4.7","22.3","5.3","15.0","5.6","13.0","5.2","6.4","4.7","2.5","2.1","59345","10189","72931","8473","40.1","(X)","(X)","(X)","(X)","(X)","990","144","1.7","2.0","1.6","1.6","3.2","2.6","7.7","4.1","15.6","6.5","24.4","7.0","14.6","5.5","18.6","7.7","8.7","6.7","3.8","3.1","73385","3550","87491","11282","(X)","(X)","42.7","(X)","(X)","(X)","863","132","0.7","1.1","1.6","1.8","2.7","2.5","7.8","4.3","15.1","7.8","24.1","7.4","16.8","6.3","16.9","7.1","10.0","7.6","4.4","3.5","74365","3598","N","N","(X)","(X)","(X)","(X)","(X)","(X)","515","131","8.7","11.2","14.6","9.5","17.7","10.7","12.2","7.9","10.9","8.0","20.6","10.0","13.0","12.4","2.3","3.4","0.0","6.6","0.0","6.6","32076","9799","40434","9416","(X)","(X)","(X)","(X)","34.0","(X)"
"8600000US98592","ZCTA5 98592","780","167","5.8","5.9","4.2","4.9","3.7","4.1","9.6","5.5","12.7","10.9","33.6","13.5","20.8","13.9","3.6","4.4","3.1","4.7","2.9","4.7","61406","10249","63726","10981","32.8","(X)","(X)","(X)","(X)","(X)","553","161","2.5","4.6","0.0","6.1","0.0","6.1","10.8","6.9","12.5","16.7","37.3","17.4","23.3","18.6","5.1","6.2","4.3","6.7","4.2","6.8","65417","10608","73446","13646","(X)","(X)","37.6","(X)","(X)","(X)","511","161","2.7","5.0","0.0","6.6","0.0","6.6","11.7","7.6","13.5","17.8","36.8","18.7","25.2","20.0","5.5","6.7","0.0","6.6","4.5","7.3","64926","12205","N","N","(X)","(X)","(X)","(X)","(X)","(X)","227","88","13.7","15.2","14.5","15.1","12.8","12.7","6.6","11.2","13.2","16.5","24.7","19.8","14.5","14.9","0.0","14.3","0.0","14.3","0.0","14.3","35458","19018","40046","11339","(X)","(X)","(X)","(X)","21.1","(X)"
"8600000US98593","ZCTA5 98593","395","71","10.4","6.6","10.6","6.6","13.2","7.7","6.6","5.0","17.5","8.0","23.8","9.6","10.1","5.8","5.6","5.2","1.8","2.7","0.5","0.9","43819","11014","47232","7407","22.8","(X)","(X)","(X)","(X)","(X)","309","68","7.1","6.4","8.7","7.1","24.3","9.3","5.8","5.2","11.3","7.8","19.7","9.8","12.9","7.4","7.1","6.7","2.3","3.4","0.6","1.2","44196","13269","50024","8588","(X)","(X)","24.9","(X)","(X)","(X)","235","63","5.5","6.5","11.5","9.2","19.1","11.2","6.0","6.1","14.9","10.2","17.9","9.6","14.5","9.4","6.8","8.2","3.0","4.6","0.9","1.6","45208","8004","N","N","(X)","(X)","(X)","(X)","(X)","(X)","86","30","22.1","15.7","17.4","15.9","15.1","13.5","8.1","9.8","26.7","18.0","10.5","10.5","0.0","32.1","0.0","32.1","0.0","32.1","0.0","32.1","20000","17220","26306","7138","(X)","(X)","(X)","(X)","11.6","(X)"
"8600000US98595","ZCTA5 98595","1095","170","5.8","3.3","7.1","4.3","11.2","5.4","7.2","3.9","16.5","6.6","21.5","8.6","10.8","6.8","13.8","6.1","4.5","3.8","1.6","2.1","51013","10808","64180","10794","44.0","(X)","(X)","(X)","(X)","(X)","646","140","5.0","4.8","3.3","3.4","7.0","5.6","8.0","5.8","11.1","6.9","24.6","11.4","16.4","10.5","17.3","9.0","5.3","5.2","2.0","3.2","61250","19520","75709","13520","(X)","(X)","41.8","(X)","(X)","(X)","483","129","0.6","1.1","4.3","4.5","2.5","2.2","7.9","6.9","9.3","7.3","20.5","11.3","21.9","12.9","23.2","11.3","7.0","7.2","2.7","4.4","83958","31040","N","N","(X)","(X)","(X)","(X)","(X)","(X)","449","115","13.4","7.8","12.7","10.0","17.4","10.2","4.7","4.2","24.3","11.8","14.7","12.7","2.7","4.4","5.8","6.3","3.3","5.0","1.1","1.6","35708","18856","42782","10510","(X)","(X)","(X)","(X)","44.3","(X)"
"8600000US98596","ZCTA5 98596","2739","208","5.1","2.8","3.3","1.5","8.2","3.0","9.6","3.6","15.3","3.4","18.4","4.7","16.0","4.0","18.3","4.6","3.1","1.5","2.8","1.8","62456","6137","83105","14688","37.5","(X)","(X)","(X)","(X)","(X)","2087","204","1.8","1.3","5.0","2.9","8.6","4.2","6.3","3.3","12.0","3.5","21.0","5.1","15.7","4.5","22.3","5.5","3.7","1.9","3.6","2.4","67690","7074","90713","17795","(X)","(X)","39.0","(X)","(X)","(X)","1642","206","0.4","0.3","2.4","1.6","5.7","4.4","6.0","4.0","12.9","4.2","22.0","6.2","18.7","5.3","22.7","6.1","4.7","2.4","4.6","3.0","75472","9088","N","N","(X)","(X)","(X)","(X)","(X)","(X)","652","142","18.3","11.2","5.7","3.9","6.9","5.0","17.8","7.7","21.8","9.7","13.5","7.2","11.8","8.5","2.6","3.0","1.2","2.0","0.5","0.7","36406","7416","46479","11112","(X)","(X)","(X)","(X)","31.1","(X)"
"8600000US98597","ZCTA5 98597","8507","296","5.3","2.1","1.5","0.8","7.3","2.2","7.3","1.9","13.0","2.9","19.2","3.2","21.4","3.4","15.5","2.7","6.1","1.6","3.5","1.6","70629","6580","77659","3824","34.2","(X)","(X)","(X)","(X)","(X)","6417","326","3.8","2.0","0.1","0.1","6.2","2.3","5.0","1.7","11.0","2.5","22.4","3.7","23.3","4.2","17.5","3.4","6.7","1.9","4.1","2.0","76153","3734","83473","3996","(X)","(X)","32.5","(X)","(X)","(X)","4894","369","0.8","0.7","0.1","0.2","2.5","1.3","4.3","2.2","9.3","2.8","24.8","4.3","24.8","4.6","21.2","4.0","7.8","2.3","4.3","2.5","81409","4734","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2090","313","12.7","5.6","5.7","3.3","12.6","6.2","14.8","5.2","20.8","8.3","8.7","3.7","15.7","6.8","4.7","4.7","2.3","2.0","1.9","2.1","37547","5188","51508","9255","(X)","(X)","(X)","(X)","34.4","(X)"
"8600000US98601","ZCTA5 98601","1088","140","5.5","5.4","3.8","3.9","8.5","6.0","7.5","5.4","6.9","3.7","12.7","6.0","20.2","8.5","24.4","7.4","7.4","5.1","3.1","2.4","82337","16995","82438","10822","30.7","(X)","(X)","(X)","(X)","(X)","892","140","3.4","3.8","2.9","4.3","5.8","6.0","6.7","6.2","8.2","4.4","14.0","7.0","20.4","9.7","26.6","8.1","9.0","6.1","3.0","2.5","86731","13072","88160","11258","(X)","(X)","31.6","(X)","(X)","(X)","784","130","0.0","4.4","3.3","5.0","5.2","6.6","7.7","7.1","5.6","4.2","14.7","7.4","19.6","10.3","30.2","9.0","10.2","7.0","3.4","2.9","93000","9590","N","N","(X)","(X)","(X)","(X)","(X)","(X)","196","79","19.9","22.7","7.7","8.8","20.9","20.9","11.2","11.0","7.7","8.0","6.6","7.3","14.8","16.3","11.2","13.5","0.0","16.3","0.0","16.3","-","**","42503","18515","(X)","(X)","(X)","(X)","16.3","(X)"
"8600000US98602","ZCTA5 98602","77","58","0.0","34.6","0.0","34.6","0.0","34.6","23.4","24.8","64.9","33.6","11.7","20.7","0.0","34.6","0.0","34.6","0.0","34.6","0.0","34.6","38924","4620","39682","3702","77.9","(X)","(X)","(X)","(X)","(X)","33","30","0.0","53.6","0.0","53.6","0.0","53.6","30.3","41.2","42.4","47.0","27.3","39.0","0.0","53.6","0.0","53.6","0.0","53.6","0.0","53.6","46161","12375","42245","7717","(X)","(X)","72.7","(X)","(X)","(X)","33","30","0.0","53.6","0.0","53.6","0.0","53.6","30.3","41.2","42.4","47.0","27.3","39.0","0.0","53.6","0.0","53.6","0.0","53.6","0.0","53.6","46161","12375","N","N","(X)","(X)","(X)","(X)","(X)","(X)","44","53","0.0","46.4","0.0","46.4","0.0","46.4","18.2","29.6","81.8","29.6","0.0","46.4","0.0","46.4","0.0","46.4","0.0","46.4","0.0","46.4","-","**","N","N","(X)","(X)","(X)","(X)","81.8","(X)"
"8600000US98603","ZCTA5 98603","503","126","10.1","13.7","0.0","6.7","4.6","5.9","11.7","9.2","6.4","6.9","30.4","16.5","14.9","10.2","9.9","8.7","9.5","7.1","2.4","3.8","67772","24047","71591","14787","31.4","(X)","(X)","(X)","(X)","(X)","326","103","0.0","10.2","0.0","10.2","0.0","10.2","9.2","10.6","8.0","9.9","33.4","20.0","19.3","13.6","15.3","13.6","14.7","11.1","0.0","10.2","74853","16564","84566","15959","(X)","(X)","35.9","(X)","(X)","(X)","303","101","0.0","10.9","0.0","10.9","0.0","10.9","9.9","11.4","8.6","10.5","28.4","21.3","20.8","15.1","16.5","14.4","15.8","11.8","0.0","10.9","78533","12674","N","N","(X)","(X)","(X)","(X)","(X)","(X)","177","94","28.8","33.0","0.0","17.8","13.0","16.2","16.4","18.2","3.4","6.9","24.9","24.3","6.8","10.6","0.0","17.8","0.0","17.8","6.8","10.6","32734","25918","45874","24517","(X)","(X)","(X)","(X)","23.2","(X)"
"8600000US98604","ZCTA5 98604","12310","401","3.0","1.0","2.3","0.8","4.6","1.0","4.5","1.3","11.3","1.7","17.5","1.9","15.8","1.9","24.0","2.2","9.8","1.3","7.4","1.4","85117","4716","100815","3948","26.3","(X)","(X)","(X)","(X)","(X)","9836","351","2.2","1.0","1.3","0.8","2.5","0.9","4.0","1.4","9.7","1.7","18.4","2.3","17.2","2.0","26.3","2.5","10.2","1.3","8.3","1.6","91742","4762","106741","4087","(X)","(X)","26.8","(X)","(X)","(X)","8123","341","1.2","0.9","0.9","0.8","1.9","0.9","3.3","1.5","8.3","1.7","15.6","2.3","17.8","2.2","29.9","2.9","12.0","1.6","9.1","1.8","101266","3980","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2474","345","7.2","3.7","6.1","2.8","13.5","3.9","9.9","3.9","19.7","4.8","17.7","4.6","7.1","3.2","10.8","3.3","5.8","3.3","2.3","1.5","42237","4698","65159","8709","(X)","(X)","(X)","(X)","22.7","(X)"
"8600000US98605","ZCTA5 98605","454","91","6.6","4.6","5.7","4.1","4.8","3.3","4.4","2.9","18.9","7.8","18.3","6.1","19.2","8.0","17.8","6.5","3.7","2.9","0.4","0.6","67667","21898","68089","8141","34.4","(X)","(X)","(X)","(X)","(X)","315","71","1.0","1.1","5.7","5.3","1.0","1.4","3.8","3.8","20.0","9.4","16.5","7.2","27.0","11.1","19.7","8.2","4.8","4.0","0.6","0.9","79750","16637","78060","9542","(X)","(X)","40.3","(X)","(X)","(X)","248","66","0.4","1.6","2.0","2.0","1.2","1.8","4.8","4.8","13.7","8.6","18.5","8.1","29.8","12.7","22.6","9.9","6.0","5.0","0.8","1.2","82500","9121","N","N","(X)","(X)","(X)","(X)","(X)","(X)","139","50","19.4","13.7","5.8","4.8","13.7","9.7","5.8","6.0","16.5","13.4","22.3","13.6","2.9","6.3","12.2","11.2","1.4","3.0","0.0","22.0","39844","14263","45118","12763","(X)","(X)","(X)","(X)","19.4","(X)"
"8600000US98606","ZCTA5 98606","3053","185","2.9","2.1","2.7","2.2","2.4","1.7","2.6","1.5","6.3","2.3","15.0","2.9","16.0","3.3","26.9","3.8","12.7","3.2","12.5","2.9","103295","5835","127600","10956","26.8","(X)","(X)","(X)","(X)","(X)","2511","177","0.4","0.6","1.1","1.0","1.4","1.7","1.1","1.0","5.4","2.5","16.4","3.4","17.3","3.6","28.9","4.7","14.4","3.9","13.7","3.3","111893","9748","134402","10931","(X)","(X)","26.7","(X)","(X)","(X)","2264","175","0.0","1.5","0.3","0.5","0.4","0.7","0.8","0.9","5.0","2.6","16.5","3.6","17.0","3.6","31.0","5.1","15.2","4.2","13.8","3.2","114688","6859","N","N","(X)","(X)","(X)","(X)","(X)","(X)","542","123","14.9","11.0","11.6","10.7","7.2","5.3","9.4","6.3","10.7","7.5","8.7","5.2","16.8","8.0","13.8","6.9","1.7","2.7","5.2","4.4","46250","21475","86152","34756","(X)","(X)","(X)","(X)","18.5","(X)"
"8600000US98607","ZCTA5 98607","11294","281","2.5","1.1","1.2","0.8","3.5","1.0","5.4","1.5","7.3","1.5","14.2","1.8","12.1","1.6","21.2","2.6","15.2","2.0","17.5","2.0","108321","4544","133858","6544","26.1","(X)","(X)","(X)","(X)","(X)","8917","307","1.3","0.7","0.5","0.3","1.6","0.9","3.5","1.2","7.2","1.8","13.5","2.1","11.1","1.8","23.3","3.0","17.3","2.4","20.7","2.4","123116","6069","148562","7345","(X)","(X)","25.6","(X)","(X)","(X)","7647","285","0.6","0.4","0.2","0.2","0.8","0.5","2.3","1.0","5.9","1.6","11.5","2.0","11.2","2.0","24.8","3.2","19.4","2.7","23.2","2.6","131937","5202","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2377","282","8.5","4.7","4.0","3.3","11.2","4.1","13.3","5.2","9.3","3.0","17.5","5.4","15.6","4.9","11.7","3.9","5.1","2.5","4.0","2.2","55806","10476","71581","9166","(X)","(X)","(X)","(X)","24.7","(X)"
"8600000US98610","ZCTA5 98610","1255","120","6.2","4.2","12.4","5.7","7.9","4.5","7.3","4.7","13.0","5.7","9.8","4.2","14.1","4.9","25.4","6.4","2.7","2.8","1.3","1.9","56179","18425","66283","7148","35.2","(X)","(X)","(X)","(X)","(X)","999","120","3.1","3.0","10.9","6.0","5.2","4.0","8.7","5.8","11.5","6.0","12.3","5.0","14.0","5.8","31.4","7.6","1.2","1.5","1.6","2.4","72284","21622","72112","7246","(X)","(X)","35.4","(X)","(X)","(X)","738","110","0.0","4.6","1.1","1.5","5.0","4.2","3.4","3.9","13.8","7.8","15.3","6.5","15.0","7.2","42.5","9.5","1.6","2.0","2.2","3.2","91000","12465","N","N","(X)","(X)","(X)","(X)","(X)","(X)","256","95","25.0","16.4","18.0","13.9","18.4","15.4","10.5","13.9","3.1","5.4","0.0","12.8","14.5","13.1","2.0","2.8","8.6","11.9","0.0","12.8","20592","9378","39778","18369","(X)","(X)","(X)","(X)","27.7","(X)"
"8600000US98611","ZCTA5 98611","3509","213","5.2","2.1","2.4","1.6","7.3","3.0","6.7","2.7","13.6","3.4","22.7","4.8","15.2","4.4","17.4","4.2","6.8","2.7","2.8","1.9","66161","6022","76517","5643","26.3","(X)","(X)","(X)","(X)","(X)","2614","223","2.2","1.8","1.5","1.3","4.1","2.4","6.9","3.0","12.7","3.3","26.0","5.4","14.0","4.9","22.7","5.7","8.0","3.3","2.0","1.5","71860","9537","82742","6338","(X)","(X)","26.3","(X)","(X)","(X)","2166","226","0.6","0.9","0.2","0.4","2.4","1.8","4.5","2.4","12.1","3.5","29.0","6.2","14.7","5.7","25.1","6.8","9.7","4.0","1.5","1.2","75913","13115","N","N","(X)","(X)","(X)","(X)","(X)","(X)","895","178","14.6","7.3","5.0","4.9","17.8","8.9","8.9","5.3","19.8","9.0","13.2","6.8","11.3","8.1","7.6","5.3","0.0","3.8","1.8","2.9","36270","5040","48988","9731","(X)","(X)","(X)","(X)","23.8","(X)"
"8600000US98612","ZCTA5 98612","1254","107","7.4","3.2","2.2","1.7","6.3","3.4","15.2","5.6","11.6","5.7","24.6","6.8","7.0","3.5","18.2","6.1","3.0","2.1","4.5","3.8","54189","7196","69971","8266","36.8","(X)","(X)","(X)","(X)","(X)","889","101","2.9","2.4","2.1","2.1","3.1","3.3","12.0","5.6","12.7","6.9","27.8","9.0","8.4","4.1","20.9","8.2","3.6","3.0","6.3","5.4","66168","5623","81451","10928","(X)","(X)","39.1","(X)","(X)","(X)","786","95","1.9","2.0","1.7","2.0","3.6","3.7","10.7","5.6","13.7","8.0","26.6","10.0","8.9","4.6","21.8","8.8","4.1","3.4","7.1","6.1","68846","8397","N","N","(X)","(X)","(X)","(X)","(X)","(X)","365","93","18.4","9.7","2.2","3.1","14.0","8.8","27.9","12.3","9.0","8.0","12.1","6.7","6.0","6.3","9.6","7.5","0.8","1.2","0.0","9.1","30085","5529","39935","7642","(X)","(X)","(X)","(X)","31.2","(X)"
"8600000US98613","ZCTA5 98613","158","52","5.1","5.0","0.0","19.7","10.1","7.1","5.7","4.7","10.1","9.3","29.7","11.3","18.4","11.8","15.8","9.8","3.2","4.1","1.9","2.9","65833","18754","69726","10587","29.1","(X)","(X)","(X)","(X)","(X)","107","46","0.0","27.3","0.0","27.3","2.8","4.0","6.5","6.3","13.1","13.2","31.8","15.5","17.8","14.2","23.4","13.7","4.7","6.0","0.0","27.3","69625","10670","77735","11714","(X)","(X)","39.3","(X)","(X)","(X)","82","42","0.0","33.2","0.0","33.2","0.0","33.2","4.9","5.8","17.1","15.6","37.8","19.4","11.0","11.9","23.2","16.3","6.1","8.2","0.0","33.2","68214","9536","N","N","(X)","(X)","(X)","(X)","(X)","(X)","51","22","15.7","15.0","0.0","43.1","25.5","18.4","7.8","9.2","3.9","6.2","21.6","18.3","19.6","21.7","0.0","43.1","0.0","43.1","5.9","8.9","35625","31769","49994","19762","(X)","(X)","(X)","(X)","7.8","(X)"
"8600000US98614","ZCTA5 98614","86","76","0.0","32.1","0.0","32.1","33.7","46.0","0.0","32.1","41.9","48.6","11.6","22.0","12.8","24.2","0.0","32.1","0.0","32.1","0.0","32.1","40972","30012","39844","17867","41.9","(X)","(X)","(X)","(X)","(X)","11","15","0.0","92.8","0.0","92.8","0.0","92.8","0.0","92.8","0.0","92.8","0.0","92.8","100.0","92.8","0.0","92.8","0.0","92.8","0.0","92.8","-","**","N","N","(X)","(X)","0.0","(X)","(X)","(X)","11","15","0.0","92.8","0.0","92.8","0.0","92.8","0.0","92.8","0.0","92.8","0.0","92.8","100.0","92.8","0.0","92.8","0.0","92.8","0.0","92.8","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","75","74","0.0","35.2","0.0","35.2","38.7","51.5","0.0","35.2","48.0","52.0","13.3","26.7","0.0","35.2","0.0","35.2","0.0","35.2","0.0","35.2","40590","36928","33800","14900","(X)","(X)","(X)","(X)","48.0","(X)"
"8600000US98616","ZCTA5 98616","50","28","0.0","43.5","0.0","43.5","0.0","43.5","0.0","43.5","38.0","35.9","10.0","14.5","22.0","37.6","30.0","40.4","0.0","43.5","0.0","43.5","85227","58124","72820","19326","10.0","(X)","(X)","(X)","(X)","(X)","50","28","0.0","43.5","0.0","43.5","0.0","43.5","0.0","43.5","38.0","35.9","10.0","14.5","22.0","37.6","30.0","40.4","0.0","43.5","0.0","43.5","85227","58124","72820","19326","(X)","(X)","10.0","(X)","(X)","(X)","50","28","0.0","43.5","0.0","43.5","0.0","43.5","0.0","43.5","38.0","35.9","10.0","14.5","22.0","37.6","30.0","40.4","0.0","43.5","0.0","43.5","85227","58124","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US98617","ZCTA5 98617","492","129","6.3","9.9","4.1","6.3","8.9","9.9","5.7","5.5","9.3","10.2","20.5","16.4","16.9","15.5","20.1","13.8","8.1","12.3","0.0","6.9","54871","40416","73368","17084","54.7","(X)","(X)","(X)","(X)","(X)","270","118","0.0","12.1","0.0","12.1","6.7","10.8","6.3","8.1","17.0","17.5","30.4","28.3","19.6","19.9","20.0","18.3","0.0","12.1","0.0","12.1","58250","25228","71719","14290","(X)","(X)","35.2","(X)","(X)","(X)","204","109","0.0","15.7","0.0","15.7","0.0","15.7","4.4","7.5","22.5","22.9","20.6","27.7","26.0","26.1","26.5","21.5","0.0","15.7","0.0","15.7","82891","59761","N","N","(X)","(X)","(X)","(X)","(X)","(X)","222","110","14.0","20.6","9.0","13.2","11.7","17.6","5.0","7.8","0.0","14.5","26.6","25.3","13.5","19.8","20.3","21.0","0.0","14.5","0.0","14.5","52656","27201","56732","22497","(X)","(X)","(X)","(X)","78.4","(X)"
"8600000US98619","ZCTA5 98619","232","51","5.6","4.6","3.0","3.4","8.2","6.0","18.5","8.3","13.8","7.1","25.4","10.1","7.8","4.9","13.4","8.2","1.7","2.3","2.6","2.9","52500","14642","71495","18370","24.6","(X)","(X)","(X)","(X)","(X)","167","45","3.6","4.0","1.2","2.4","8.4","7.0","20.4","10.4","16.2","10.6","22.2","10.3","10.8","7.1","11.4","7.6","2.4","3.2","3.6","4.0","50625","13125","76651","24366","(X)","(X)","18.6","(X)","(X)","(X)","126","37","0.0","23.9","1.6","3.2","5.6","5.5","19.8","10.5","11.1","7.5","27.0","12.3","13.5","8.3","15.1","10.2","1.6","3.5","4.8","5.3","63000","14368","N","N","(X)","(X)","(X)","(X)","(X)","(X)","65","30","15.4","13.6","3.1","5.2","7.7","8.4","18.5","14.4","23.1","18.5","13.8","14.9","0.0","38.2","18.5","21.7","0.0","38.2","0.0","38.2","39375","14330","51014","23773","(X)","(X)","(X)","(X)","30.8","(X)"
"8600000US98620","ZCTA5 98620","3217","301","13.0","4.9","7.0","3.8","8.9","4.9","12.4","4.6","10.9","5.2","18.3","5.5","14.7","5.2","7.2","3.6","4.6","4.2","3.0","2.9","42417","18335","62679","13933","29.3","(X)","(X)","(X)","(X)","(X)","1998","264","8.1","4.7","1.3","1.6","12.1","7.3","8.4","4.7","6.5","4.3","24.9","7.9","17.8","6.6","11.5","5.9","7.4","6.6","2.1","2.3","63508","5992","68806","11198","(X)","(X)","37.1","(X)","(X)","(X)","1658","218","2.0","3.0","0.0","2.1","9.0","7.4","9.4","5.9","6.2","5.1","28.5","8.7","20.6","7.9","12.9","6.2","8.9","7.9","2.5","2.7","68617","13188","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1219","316","21.0","9.6","16.4","9.5","11.2","7.4","16.8","9.5","12.7","6.7","7.5","6.3","9.6","7.4","0.2","0.3","0.0","2.8","4.5","6.6","26006","15084","50780","30204","(X)","(X)","(X)","(X)","16.4","(X)"
